DateTime,Favorites,Retweets
01-09-21 09:30:00,15149,1375
01-09-21 12:30:00,28695,2507
01-09-21 15:30:00,39814,3308
01-09-21 18:30:00,43834,3567
01-09-21 21:30:00,44905,3619
01-10-21 09:30:00,46500,3705
01-10-21 12:30:00,46750,3719
01-10-21 15:30:00,46794,3725
01-10-21 18:30:00,46802,3724
01-10-21 21:30:00,46823,3725

