DateTime,Favorites,Retweets
02-13-21 09:30:00,1671,290
02-13-21 10:30:00,1904,325
02-13-21 11:30:00,2002,350
02-13-21 12:30:00,2075,363
02-13-21 13:30:00,2142,369
02-13-21 14:30:00,2191,374
02-13-21 15:30:00,2225,379
02-13-21 16:30:00,2275,381
02-13-21 17:30:00,2288,384
02-13-21 18:30:00,2308,385
02-13-21 19:30:00,2319,387
02-13-21 20:30:00,2337,387
