DateTime,Favorites,Retweets
02-13-21 09:30:00,2766,143
02-13-21 10:30:00,7689,330
02-13-21 11:30:00,9489,401
02-13-21 12:30:00,10596,440
02-13-21 13:30:00,11441,467
02-13-21 14:30:00,12002,481
02-13-21 15:30:00,12484,500
02-13-21 16:30:00,13302,528
02-13-21 17:30:00,13612,537
02-13-21 18:30:00,14097,552
02-13-21 19:30:00,14667,572
02-13-21 20:30:00,15248,593
